Percent of adults with a bachelor's degree or higher 2014-18,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Obesity_Lower 95% CI,Obesity_Upper 95% CI,COPD_Lower 95% CI,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,Obesity_prevalence
1.9640874092315346,-0.6418375691971779,-0.6371908093190627,-0.6485768605440158,0.44667727575764765,0.39439512026438217,-1.7890625919066196,-1.8625761706266726,-1.7876203500690895,-1.895541734154529,37.0
1.0311742499744427,-1.0337834356137077,-1.0140297293919258,-1.0246820678126638,-1.121487578758244,-1.2222589062083224,-0.30420257335142475,-0.39410272904991567,-0.4149004584083563,-0.33767652931005654,29.7
2.1125054118406172,-2.005809184326702,-2.0032318945831924,-1.9806161362871408,-2.308812397177418,-2.314592707879069,-1.166379358318957,-1.5688814823113209,-1.5588337014589675,-1.5060754329434105,24.5
0.15126752022059461,-0.3753143800339384,-0.3702632409341186,-0.41351110600111135,0.9619314422414416,0.8968686690329265,-1.7411638816306452,-1.3853223021142262,-1.3300470528488453,-1.4706694055605816,39.2
0.8191485319614672,-0.2655695374373096,-0.2603518892461997,-0.27247165327536893,0.5810914061447244,0.5036285004314568,-1.4537716199748014,-1.018203941720037,-1.0249981880353487,-1.010391049583806,37.5
0.19367266382318954,-0.9240385930170801,-0.998328107722224,-0.8523005144812003,-0.5838310572099378,-0.47947192107221503,-1.2142780685949313,-1.018203941720037,-1.0631292961370358,-0.9749850222009767,32.6
-1.2905073622676382,0.8945902271556183,0.8701648709723905,0.9028571194391533,0.334665500435084,0.4162417962977974,1.2764548657557178,0.22999848362020578,0.19519727121863617,0.26422593619803547,36.7
0.14066623431994568,0.2517990062325092,0.22639838251458222,0.22900195641615986,-0.6958428325325015,-0.7197853574397796,0.7016703424440299,0.2667103196596252,0.23332837932032308,0.26422593619803547,31.8
-0.93006364164558,1.7098376293020006,1.7965605494848458,1.6393964836735864,2.4404868764992806,2.229515907071236,1.1806574452037701,1.5883364170787058,1.6823104871844308,1.5034368945970475,45.5
4.1585535906658295,-2.962157098383035,-2.8668210864168375,-3.0462475568816414,-2.443226527564495,-2.664139524413708,-2.124353563838438,-2.0461353508237674,-1.9401447824758378,-2.1079778984515025,23.4
-0.4318032043150878,0.14205416363588155,0.05368054414785301,0.19765985581043993,-0.6510381224034761,-0.5013185971056303,0.7495690527200037,0.1565748115413682,0.08080394691357547,0.22881990881520606,32.4
1.434023114199096,-1.6765746565368167,-1.5792881095012208,-1.7768924823499574,-1.479925259790447,-1.6810391029100362,-1.262176778870905,-0.5409500732075915,-0.4530315665100432,-0.6563307757555169,27.9
-1.2375009327643942,0.565355699365733,0.6189389242571481,0.4954098115647853,1.006736152370466,0.8968686690329265,-0.3999999939033729,0.597116844014395,0.7290327846422548,0.5120681278778376,39.3
-0.11376462729562466,0.0009536517259299535,-0.009125942530957309,0.009607252176115959,-0.9422687382421419,-1.003792145874173,0.7016703424440299,1.257929892723936,1.186606081862499,1.326406757682903,30.6
0.16186880612124352,0.565355699365733,0.6189389242571481,0.4954098115647853,1.0515408624994922,0.8750219929995112,-0.20840515279947663,0.6705405160932333,0.7290327846422548,0.6182862100263247,39.4
-0.18797362860016598,-0.48505922263056606,-0.38596486260382035,-0.6015637096354354,-0.6510381224034761,-0.9382521177739289,-0.5436961247312948,1.1477943846056788,1.2628682980658734,1.007752511237442,31.5
-1.205697075062448,0.8945902271556183,0.917269735981498,0.8871860691362927,0.8499196669188779,0.7876352888658519,1.1806574452037701,0.8540996962903279,0.8815572170490031,0.8307223743232974,38.8
0.21487523562448738,-0.34395871072061557,-0.3702632409341186,-0.33515585448680985,-0.4046122166938357,-0.39208521693855564,-0.30420257335142475,-0.4675264011287532,-0.4530315665100432,-0.4793006388413723,33.2
0.2466790933264334,-0.5791262305705335,-0.6057875659796581,-0.4918663575154128,0.4018725656286231,0.5473218524982874,-1.1184806480429832,-1.3853223021142262,-1.3681781609505324,-1.3644513234120952,37.2
1.1901935384841738,-0.43802571866058293,-0.5272794576311449,-0.33515585448680985,-0.5166239920163994,-0.3046985128048947,-0.5915948350072691,-0.7245092534046861,-0.7962115394252267,-0.6563307757555169,33.1
0.6495279575510867,-0.10879119087069772,-0.08763405087947049,-0.11576115024676596,0.20025137004800725,0.17592835993023287,0.2226832396842897,-0.2839672209316586,-0.26237602600160803,-0.23145844716156952,35.9
-0.8452533544403898,1.4433144401387599,1.4982297377604958,1.3886596788278225,1.701209159370361,1.574115626068788,0.9890626040998738,1.4414890729210306,1.4916549466759956,1.3618127850657311,42.5
-0.4424044902157367,1.568737117392049,1.6238427111181166,1.529699131553565,1.0515408624994922,0.9405620210997554,0.7016703424440299,0.9642352044085842,1.0340816494557514,0.9015344290889563,39.5
-0.6968353518313071,0.0009536517259299535,-0.08763405087947049,0.08796250369041743,-0.3822098616293234,-0.17361845660440633,0.2705819499602635,-0.5042382371681726,-0.5292937827134176,-0.4793006388413723,33.8
-0.9406649275462289,0.643744872649039,0.7445518976147687,0.5737650630790868,1.0515408624994922,0.9187153450663402,0.7016703424440299,0.7439641881720709,0.8434261089473163,0.6536922374091535,39.5
-0.9830700711488238,0.12637632897922016,0.11648703082666333,0.10363355399327795,0.4018725656286231,0.48178182439804157,1.1806574452037701,1.0009470404480036,0.9959505413540638,0.9369404564717845,37.0
-0.5802212069241705,-0.2655695374373096,-0.2760535109159026,-0.22545850236678847,0.3122631453705709,0.39439512026438217,0.07898710885636731,-0.871356597562362,-0.8343426475269136,-0.904172967435319,36.6
